file_id,path,filename,extension,mime,size,modified,parent_folders,logical_project,drawing_number,revision,classification,validation_role,local_copy,sha256,hash_source,verified,duplicate_status
1gj5jFLn50Yj-rMMbCrbYRqh_oErI8fnh,Drawings/Bluebeam - set 3 /V-50-1-B0112.pdf,V-50-1-B0112.pdf,pdf,application/pdf,374721,2025-11-22T03:03:28Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-B0112,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-B0112/clean.pdf,7ee67c1356bd83ba3d0f2516a2286c659eef6c2dc78521f2fa579c69793411cf,"lokal kopia, samma storlek och typ",ANNOTATED(43) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1mIv-VQYmJXFJM7RWKxjYCFmlxUbDCi67,Drawings/Bluebeam - set 3 /V-50-1-A0522.xlsx,V-50-1-A0522.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,21930,2025-11-22T01:44:58Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0522,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0522/facit.xlsx,eba3f757d2994b97751934b9d2b2a10d8b049a9d10cf769f66e59b3c4517fc57,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1PCx-Y_a_hZ_0SEjBYZ8rhP1pB4BHMLVC,Drawings/Bluebeam - set 3 /V-50-1-B0112.xml,V-50-1-B0112.xml,xml,text/xml,25366,2025-11-22T03:03:52Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-B0112,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
18jmgCchAwsL91sd-kM5pEZkCHMCWNMyL,Drawings/Bluebeam - set 3 /V-50-1-A0523.xlsx,V-50-1-A0523.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16258,2025-11-22T02:48:06Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0523,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0523/facit.xlsx,480072d5b8c7f3165e8e2be197bbded53a9c10333994eefb06036002c4cb8871,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1QuLALATrg35xCagaRZAW4Z0F2X-7kDTq,Drawings/Bluebeam - set 3 /V-50-1-A0521.xml,V-50-1-A0521.xml,xml,text/xml,25388,2025-11-21T22:39:04Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0521,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1E_Q4feHkOH32APcjilUtgwTx416SPQHx,Drawings/Bluebeam - set 3 /V-50-1-A0521.xlsx,V-50-1-A0521.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15582,2025-11-21T22:40:58Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0521,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0521/facit.xlsx,cc585c84249700b7e91bc8a448ca50d3d22c5cb0c858cf0962c470bd15022fec,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1RB1c_hkhv2CnuT0G2ctOzQ6GKxvz-Eid,Drawings/Bluebeam - set 3 /V-50-1-B0122.pdf,V-50-1-B0122.pdf,pdf,application/pdf,1069278,2025-11-22T04:39:18Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-B0122,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-B0122/clean.pdf,07d1319d70aa000dc110c685e8e1735713a0f9522afd3f1b4f53cb0a424d2435,"lokal kopia, samma storlek och typ",ANNOTATED(315) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1LZ3uJxfcef10lJC_cS1_1MQ82vOtdSQv,Drawings/Bluebeam - set 3 /V-50-1-A0321.pdf,V-50-1-A0321.pdf,pdf,application/pdf,382834,2025-11-19T03:24:34Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0321,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0321/clean.pdf,029185080e5de254e11df401f74e0a4fbf1b3dee4f5b9fa1278db00db4205aa1,"lokal kopia, samma storlek och typ",ANNOTATED(22) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
11oM1kY6qr2YBTDPGlb0vz9quxAwmTE0T,Drawings/Bluebeam - set 3 /V-50-1-A0323.xml,V-50-1-A0323.xml,xml,text/xml,22460,2025-11-19T03:55:24Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0323,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1jffEUzaPt6j_bgVwOw8Cm5zUhyZ8-A7x,Drawings/Bluebeam - set 3 /V-50-1-A0423.xlsx,V-50-1-A0423.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15869,2025-11-19T05:26:18Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0423,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0423/facit.xlsx,68404825ee881f000f74968de46864bd0a7b758e970a201197790c5dadd8ae35,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1_Mmy-_UTIhPhVsNFVmLwI4a9_do0kL2c,Drawings/Bluebeam - set 3 /V-50-1-A0422.xlsx,V-50-1-A0422.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19136,2025-11-19T05:17:32Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0422,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0422/facit.xlsx,6595272c273bbfbf4d6a11a0fd2012e3d76f6994e00a8dd47b0783870a2f0fdc,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1w1w9lqXxpy_tpmLaVTM1Szf5TfSBwrQk,Drawings/Bluebeam - set 3 /V-50-1-A0322.pdf,V-50-1-A0322.pdf,pdf,application/pdf,625332,2025-11-19T03:45:08Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0322,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0322/clean.pdf,ea982c7f61efdcfaf53ed0717ffdb6e418dc0a53fcc5d836d39d69f5e624f0d3,"lokal kopia, samma storlek och typ",ANNOTATED(127) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
14sQNfrfNogT7UmqsrR2MbEPy2guhsLQl,Drawings/Bluebeam - set 3 /V-50-1-A0323.pdf,V-50-1-A0323.pdf,pdf,application/pdf,386575,2025-11-19T03:55:12Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0323,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0323/clean.pdf,4fe83ad595f20439bfab23c012f87ac1311a27cd5ed729ebe44015ec6134b0c1,"lokal kopia, samma storlek och typ",ANNOTATED(38) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1p_ZoDXCPn6d4nLtTwu5XeLYrcF3xS52N,Drawings/Bluebeam - set 3 /V-50-1-A0322.xml,V-50-1-A0322.xml,xml,text/xml,74810,2025-11-19T03:45:20Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0322,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1lLRfs74RKBvZP4OhS5Fv_Ha46PhbJbd7,Drawings/Bluebeam - set 3 /V-50-1-A0511.xlsx,V-50-1-A0511.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14876,2025-11-19T05:32:06Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0511,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0511/facit.xlsx,9053c734c0c3682a07b881cff538df1ce80a32ea01ae88dbb3b538aab3f52c66,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1TGEzQ0vC3nUpHDLwa-55xfjz54FwmHrt,Drawings/Bluebeam - set 3 /V-50-1-A0212.xlsx,V-50-1-A0212.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,26444,2025-11-19T02:19:08Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0212,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0212/facit.xlsx,a77fa1a1ece7f62488c44fb25873d5986656c538f01f1bfe63f926b833446fd0,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
10n1VrXfKeOmFz2IWBKedFycudd3f2VTt,Drawings/Bluebeam - set 3 /V-50-1-A0321.xlsx,V-50-1-A0321.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14131,2025-11-19T03:25:14Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0321,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0321/facit.xlsx,a347e1d0fd8ab5c436d6a0af01d5bc0f78ffecddae2cd0df0d19cf49b55186ed,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1vwat2SbN_Wcs4zer2tUbH9ZAkdnB0hx8,Drawings/Bluebeam - set 3 /V-50-1-A0321.xml,V-50-1-A0321.xml,xml,text/xml,13042,2025-11-19T03:24:44Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0321,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
11tYgL4vuftHvlLL9pLInHo59ZG_4nU6M,Drawings/Bluebeam - set 3 /V-50-1-A0422.pdf,V-50-1-A0422.pdf,pdf,application/pdf,539693,2025-11-19T05:16:50Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0422,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0422/clean.pdf,4607b9fbe93b64e7bb45d3a092dde8d78dfdc627e462aff310468ffbb2aedbde,"lokal kopia, samma storlek och typ",ANNOTATED(95) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1w7E_dGc5rR57-dLMpTiUOpBhTjnvijiS,Drawings/Bluebeam - set 3 /V-50-1-A0423.pdf,V-50-1-A0423.pdf,pdf,application/pdf,382276,2025-11-19T05:25:44Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0423,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0423/clean.pdf,9f9cf698b707e5332c88eaf19d89377b735ce3a262c754682f35fb0503952ebd,"lokal kopia, samma storlek och typ",ANNOTATED(47) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1RIKkGCkIt0Y9jsh2QkDCYlIq0xA_GRgY,Drawings/Bluebeam - set 3 /V-50-1-A0421.pdf,V-50-1-A0421.pdf,pdf,application/pdf,437757,2025-11-19T05:01:28Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0421,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0421/clean.pdf,2e83cb9872fe92f79ca6707414a80c2682ddb786820d75e9fdfd64638797af14,"lokal kopia, samma storlek och typ",ANNOTATED(34) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1ED9Jg0s30AW4AY1vS7Wlw9YV4kJcH7B6,Drawings/Bluebeam - set 3 /V-50-1-A0412.pdf,V-50-1-A0412.pdf,pdf,application/pdf,744285,2025-11-19T04:48:06Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0412,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0412/clean.pdf,bdb60455ceac6754ace43c1507a135654535a987be04eb242dc269317da25ba6,"lokal kopia, samma storlek och typ",ANNOTATED(183) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
14UjM-N8wu9nAzZNRdqjVnSv82P2dEhqL,Drawings/Bluebeam - set 3 /V-50-1-A0412.xlsx,V-50-1-A0412.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,25526,2025-11-19T04:48:44Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0412,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0412/facit.xlsx,efb96da18afa5f004a62bc79cc0e5497ce76e944389953b0af772041d710ca7a,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1MMdqjDrxoBuUwbRmx2oA59Dl5Pw_N4Uw,Drawings/Bluebeam - set 3 /V-50-1-A0423.xml,V-50-1-A0423.xml,xml,text/xml,27762,2025-11-19T05:25:56Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0423,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1TINBnLNkQB6J91vUyFs73JVY5wxNRAMi,Drawings/Bluebeam - set 3 /V-50-1-A0422.xml,V-50-1-A0422.xml,xml,text/xml,55977,2025-11-19T05:17:02Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0422,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1b4MaZmAeYCZITXLMls9vCidhR4Hxb0pm,Drawings/Bluebeam - set 3 /V-50-1-A0121.xml,V-50-1-A0121.xml,xml,text/xml,18936,2025-11-19T00:25:44Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0121,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
15Pe6rWU8N2X_rUjb5E0p6SFsbQmVnSM_,Drawings/Bluebeam - set 3 /V-50-1-A0223.pdf,V-50-1-A0223.pdf,pdf,application/pdf,416047,2025-11-19T02:50:28Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0223,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0223/clean.pdf,3c4342246e9008a1c0d5165eceeb297b173b3ed05fb36c9033d8398fbb44138e,"lokal kopia, samma storlek och typ",ANNOTATED(48) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
1QJAfv6geuL9RaPQ7WcYP8UiQuEWCo7ig,Drawings/Bluebeam - set 3 /V-50-1-A0222.pdf,V-50-1-A0222.pdf,pdf,application/pdf,491219,2025-11-19T02:42:38Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0222,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0222/clean.pdf,d233df39397aae369829f838e61f5347fcade2eea2049b69fcf24e00b7eea87a,"lokal kopia, samma storlek och typ",ANNOTATED(63) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
1WCIulhZmjGwPWeU24sD9Gb8IHyOBNx8h,Drawings/Bluebeam - set 3 /V-50-1-A0512.pdf,V-50-1-A0512.pdf,pdf,application/pdf,798029,2025-11-19T06:06:40Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0512,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0512/clean.pdf,0753dd06811638da1aa0bd5f822b2f7642d2f55b12ed18e7889b3c80ec7f3548,"lokal kopia, samma storlek och typ",ANNOTATED(221) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1o3oSfYDhkWmBB1qS5fg6wRBQeFsQrbx4,Drawings/Bluebeam - set 3 /V-50-1-A0421.xml,V-50-1-A0421.xml,xml,text/xml,20085,2025-11-19T05:01:36Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0421,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1RvC0_BKUDOLxieFBeh_n8ExXT3Mdp77Z,Drawings/Bluebeam - set 3 /V-50-1-A0411.pdf,V-50-1-A0411.pdf,pdf,application/pdf,466237,2025-11-19T04:08:02Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0411,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0411/clean.pdf,356e77c82ceb2ad3888bb74a8fa2bf19e2b341a58a11562f3da90adb29e7b3ac,"lokal kopia, samma storlek och typ",ANNOTATED(79) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1xwkVXlW6m1cTw6BlPj6LtYhq6r0UeToE,Drawings/Bluebeam - set 3 /V-50-1-A0412.xml,V-50-1-A0412.xml,xml,text/xml,107761,2025-11-19T04:48:16Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0412,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1o1HLWOhWotoDatAAunIthGlP-g6zjZY-,Drawings/Bluebeam - set 3 /V-50-1-A0223.xml,V-50-1-A0223.xml,xml,text/xml,28346,2025-11-19T02:50:38Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0223,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1dxCJ9Y5--r9u3Ft8Pkq2LOPWlOdPvlsf,Drawings/Bluebeam - set 3 /V-50-1-A0221.pdf,V-50-1-A0221.pdf,pdf,application/pdf,331317,2025-11-19T02:29:48Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0221,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0221/clean.pdf,916af1ba537580a187379cc5dde097f741cb75bc80ebf5ccffd442c7c62fe698,"lokal kopia, samma storlek och typ",ANNOTATED(14) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
1EekUt7Fo7WDMuLg0TYmENj9RZzjMme4R,Drawings/Bluebeam - set 3 /V-50-1-A0222.xlsx,V-50-1-A0222.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,16891,2025-11-19T02:43:26Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0222,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0222/facit.xlsx,bf896c8b637031377fcc1ba8733e076c30a385872abe116ff5125e9818d2a2a8,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1IrXmf-pboApT4qElI34iyIwNQ8L9jwqU,Drawings/Bluebeam - set 3 /V-50-1-A0221.xml,V-50-1-A0221.xml,xml,text/xml,8354,2025-11-19T02:30:00Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0221,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1_KhNxgLhu4EPyrS1k6caimARjJ_2CLaX,Drawings/Bluebeam - set 3 /V-50-1-A0121.pdf,V-50-1-A0121.pdf,pdf,application/pdf,398009,2025-11-19T00:24:52Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0121,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0121/clean.pdf,4ecc369de69487b7499f780fd0cc2c4676852851695351996ec4c47cf5811c4d,"lokal kopia, samma storlek och typ",ANNOTATED(55) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
1S90doIrBQn3rXqmV2qMlBgPATPWUQIKn,Drawings/Bluebeam - set 3 /V-50-1-A0512.xlsx,V-50-1-A0512.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,27833,2025-11-19T06:07:16Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0512,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0512/facit.xlsx,377c4966064189f9e893f26911cacfbc08ca06498128a342785df8d429fab7e3,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1ALO-gVVpWFB1Rqx2O17stDiwKPNZg9D9,Drawings/Bluebeam - set 3 /V-50-1-A0511.pdf,V-50-1-A0511.pdf,pdf,application/pdf,366321,2025-11-19T05:31:28Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0511,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0511/clean.pdf,12604a79e10db8740aec9b9d89e7dfd6dc2ccc08a3c6016bb1c29b39c957d14e,"lokal kopia, samma storlek och typ",ANNOTATED(32) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,2_VERSIONS_BY_SIZE
1IkK1boIbvZaYrxWuZMTI_EoNOuDceDed,Drawings/Bluebeam - set 3 /V-50-1-A0122.pdf,V-50-1-A0122.pdf,pdf,application/pdf,770109,2025-11-18T23:50:34Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0122,,MARKED_REFERENCE_CANDIDATE,DEVELOPMENT,validation_set3/V-50-1-A0122/clean.pdf,7a4d549c4841fda14b36fd25641239b073957069feb5681abf227f19ebbb5fe8,"lokal kopia, samma storlek och typ",ANNOTATED(113) ENGINE_STRIPS_ANNOTS ID_IN_SHEET_TEXT,3_VERSIONS_BY_SIZE
1sq1M8y-913V2bMP2aG_TFQkh35faxOEE,Drawings/Bluebeam - set 3 /V-50-1-A0121.xlsx,V-50-1-A0121.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,14931,2025-11-19T00:26:34Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0121,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0121/facit.xlsx,14f7a4e3d5d536c55f5530241be074a9309674e514bed7c8e83ad9fa816ed5a3,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1nn_fGe-T8pjRRsN9_Ppi7JbJiQN4jIBx,Drawings/Bluebeam - set 3 /V-50-1-A0511.xml,V-50-1-A0511.xml,xml,text/xml,18944,2025-11-19T05:31:40Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0511,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1oN-gKdln7Huvgun6Ch_UIEyestbM8mi7,Drawings/Bluebeam - set 3 /V-50-1-A0411.xml,V-50-1-A0411.xml,xml,text/xml,46552,2025-11-19T04:08:12Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0411,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1JcKFv6QiPHibRRYmvjOnEjhs9q4NYt-7,Drawings/Bluebeam - set 3 /V-50-1-A0122.xml,V-50-1-A0122.xml,xml,text/xml,66688,2025-11-18T23:50:48Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0122,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1LcMiABj9ozymO8Rx4o1lY_MYsKMSmLnU,Drawings/Bluebeam - set 3 /V-50-1-A0111.xlsx,V-50-1-A0111.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,19210,2025-11-19T01:18:04Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0111,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0111/facit.xlsx,2678cd84226d3618f80c51c9f4d21f89c2065d47c6aebc9d1b995dc68456751b,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1SpVpiEDo9Qq8NH4Nh9Rx-s2VHS8I2b8c,Drawings/Bluebeam - set 3 /V-50-1-A0311.xlsx,V-50-1-A0311.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15015,2025-11-19T02:57:46Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0311,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0311/facit.xlsx,2a877a21039a56cd02c71944014c9a4abebcb1e174bb7f177d28fa33231e9ddb,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1Eq4_gAlwgzCUwQcE5ZKBL6VgsyySPWt1,Drawings/Bluebeam - set 3 /V-50-1-A0223.xlsx,V-50-1-A0223.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,15767,2025-11-19T02:51:02Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0223,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0223/facit.xlsx,7203815a02a5b4c04d6889c81cec45660f0d9c8d9f2c70ba3a960b1e1efa9b72,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1B18vfDCoEM8WpxNXIzJF6fXh6aXhDXFi,Drawings/Bluebeam - set 3 /V-50-1-A0222.xml,V-50-1-A0222.xml,xml,text/xml,37152,2025-11-19T02:42:48Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0222,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
1fcr1iH-rcCBGbyx5sT83QwxszXqTUee9,Drawings/Bluebeam - set 3 /V-50-1-A0512.xml,V-50-1-A0512.xml,xml,text/xml,130259,2025-11-19T06:06:50Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0512,,BLUEBEAM_XML,VALIDATION,,,ej hämtad,,UNIQUE
14RHSlapR1ukXlK68WewPZxseC-kAzOrx,Drawings/Bluebeam - set 3 /V-50-1-A0411.xlsx,V-50-1-A0411.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,18088,2025-11-19T04:08:48Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0411,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0411/facit.xlsx,17a68f9d3423a575361df7409aba322dc1d1352d7047d6c357739d4bfc3f9796,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
19GE4WoK10B8Iq9IwfLTocLvHD_U_315D,Drawings/Bluebeam - set 3 /V-50-1-A0312.xlsx,V-50-1-A0312.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,22403,2025-11-19T03:20:36Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0312,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0312/facit.xlsx,7bed174b9f3fd42be9ef8407637aa4895badd704cce488b5c2bdd9578d06e7a9,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
1ARqindqE7O86bym75hhf_9FGCvZ74eMV,Drawings/Bluebeam - set 3 /V-50-1-A0322.xlsx,V-50-1-A0322.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,21412,2025-11-19T03:45:56Z,Bluebeam - set 3 ,Bluebeam - set 3 ,V-50-1-A0322,,XLSX_FACIT,DEVELOPMENT,validation_set3/V-50-1-A0322/facit.xlsx,e54d890a04120c298122b02b6eeb124521b4d81ad4c8c8452434a6b3b4427201,"lokal kopia, samma storlek och typ",FACIT_NAMES_THIS_SHEET,UNIQUE
